交差点番号,管理者名,交差点名,地先名,緯度,経度,路線名
6643220022,オホーツク総合振興局 網走建設管理部,,紋別市上渚滑町上東,44.227327957 ,143.315125962 ,"[{'RosenName': '一般都道府県道 北海道553号線 上藻別上渚滑停車場線', 'KitenNodeNo': '6643220023', 'SyutenNodeNo': '6643220032'}]"
6643220023,オホーツク総合振興局 網走建設管理部,,紋別市藻別,44.232174052 ,143.339631712 ,"[{'RosenName': '一般都道府県道 北海道305号線 複線（2） 紋別丸瀬布線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643220018'}, {'RosenName': '一般都道府県道 北海道553号線 上藻別上渚滑停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643220022'}, {'RosenName': '一般都道府県道 北海道305号線 複線（1） 紋別丸瀬布線', 'KitenNodeNo': '6643330022', 'SyutenNodeNo': ''}]"
6643220027,オホーツク総合振興局 網走建設管理部,,紋別市上渚滑町四丁目,44.244419713 ,143.258125895 ,"[{'RosenName': '一般都道府県道 北海道97118号線 複線（17） ９７１１８号', 'KitenNodeNo': '', 'SyutenNodeNo': '6643220007'}, {'RosenName': '一般都道府県道 北海道97118号線 複線（18） ９７１１８号複線１', 'KitenNodeNo': '6643220009', 'SyutenNodeNo': ''}]"
6643220032,オホーツク総合振興局 網走建設管理部,,紋別市上渚滑町上東,44.232893574 ,143.304555727 ,"[{'RosenName': '一般都道府県道 北海道553号線 上藻別上渚滑停車場線', 'KitenNodeNo': '6643220022', 'SyutenNodeNo': '6643320004'}]"
6643240017,オホーツク総合振興局 網走建設管理部,,湧別町字中湧別,44.185617848 ,143.595282203 ,"[{'RosenName': '一般都道府県道 北海道712号線 緑陰−中湧別停車場線', 'KitenNodeNo': '6643240016', 'SyutenNodeNo': ''}]"
6643240022,オホーツク総合振興局 網走建設管理部,,湧別町栄町,44.220022649 ,143.614303127 ,"[{'RosenName': '一般都道府県道 北海道204号線 湧別上湧別線', 'KitenNodeNo': '6643240023', 'SyutenNodeNo': '6643240021'}, {'RosenName': '一般都道府県道 北海道97157号線 ９７１５７号', 'KitenNodeNo': '6643240090', 'SyutenNodeNo': ''}]"
6643240023,オホーツク総合振興局 網走建設管理部,,湧別町緑町,44.224655516 ,143.617148385 ,"[{'RosenName': '一般都道府県道 北海道204号線 湧別上湧別線', 'KitenNodeNo': '6643240060', 'SyutenNodeNo': '6643240022'}, {'RosenName': '市町村道 湧別町97112号線 複線（2） ９７１１２号複線２', 'KitenNodeNo': '', 'SyutenNodeNo': '6643240057'}]"
6643240025,オホーツク総合振興局 網走建設管理部,,湧別町港町,44.230238286 ,143.620526862 ,"[{'RosenName': '一般都道府県道 北海道204号線 湧別上湧別線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643240060'}, {'RosenName': '市町村道 湧別町97106号線 複線（82） ９７１０６号複線８２', 'KitenNodeNo': '6643250042', 'SyutenNodeNo': ''}]"
6643240046,オホーツク総合振興局 網走建設管理部,,湧別町字旭,44.203265191 ,143.580932324 ,"[{'RosenName': '一般都道府県道 北海道712号線 緑陰−中湧別停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643240018'}, {'RosenName': '市町村道 湧別町39号線 旭西３線道路線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643240047'}]"
6643240060,オホーツク総合振興局 網走建設管理部,,湧別町曙町,44.226696977 ,143.618398131 ,"[{'RosenName': '一般都道府県道 北海道204号線 湧別上湧別線', 'KitenNodeNo': '6643240025', 'SyutenNodeNo': '6643240023'}, {'RosenName': '市町村道 湧別町144号線 東３丁目道路', 'KitenNodeNo': '', 'SyutenNodeNo': '6643240071'}]"
6643240061,オホーツク総合振興局 網走建設管理部,,湧別町栄町,44.217989789 ,143.620727675 ,"[{'RosenName': '一般都道府県道 北海道97157号線 複線（1） ９７１５７号複線１', 'KitenNodeNo': '', 'SyutenNodeNo': '6643240090'}, {'RosenName': '一般都道府県道 北海道97157号線 複線（2） ９７１５７号複線２', 'KitenNodeNo': '6643250021', 'SyutenNodeNo': ''}]"
6643240090,オホーツク総合振興局 網走建設管理部,,湧別町栄町,44.219197838 ,143.616840450 ,"[{'RosenName': '一般都道府県道 北海道97157号線 ９７１５７号', 'KitenNodeNo': '', 'SyutenNodeNo': '6643240022'}, {'RosenName': '一般都道府県道 北海道97157号線 複線（1） ９７１５７号複線１', 'KitenNodeNo': '6643240061', 'SyutenNodeNo': ''}]"
6643250021,オホーツク総合振興局 網走建設管理部,,湧別町栄町,44.215890273 ,143.627202224 ,"[{'RosenName': '一般都道府県道 北海道97157号線 複線（2） ９７１５７号複線２', 'KitenNodeNo': '', 'SyutenNodeNo': '6643240061'}, {'RosenName': '一般都道府県道 北海道97157号線 複線（3） ９７１５７号複線３', 'KitenNodeNo': '6643250025', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 湧別町97106号線 複線（79） ９７１０６号複線７９', 'KitenNodeNo': '', 'SyutenNodeNo': '6643250041'}]"
6643250025,オホーツク総合振興局 網走建設管理部,,湧別町東,44.213828249 ,143.633601777 ,"[{'RosenName': '一般都道府県道 北海道97157号線 複線（3） ９７１５７号複線３', 'KitenNodeNo': '', 'SyutenNodeNo': '6643250021'}, {'RosenName': '一般都道府県道 北海道97157号線 複線（9） ９７１５７号複線４', 'KitenNodeNo': '6643250031', 'SyutenNodeNo': ''}]"
6643250031,オホーツク総合振興局 網走建設管理部,,湧別町東,44.209783355 ,143.646275890 ,"[{'RosenName': '一般都道府県道 北海道97157号線 複線（9） ９７１５７号複線４', 'KitenNodeNo': '', 'SyutenNodeNo': '6643250025'}, {'RosenName': '一般都道府県道 北海道97157号線 複線（5） ９７１５７号複線５', 'KitenNodeNo': '6643250033', 'SyutenNodeNo': ''}]"
6643250033,オホーツク総合振興局 網走建設管理部,,湧別町東,44.205688469 ,143.659020833 ,"[{'RosenName': '一般都道府県道 北海道97157号線 複線（5） ９７１５７号複線５', 'KitenNodeNo': '', 'SyutenNodeNo': '6643250031'}, {'RosenName': '一般都道府県道 北海道97157号線 複線（6） ９７１５７号複線６', 'KitenNodeNo': '6643250035', 'SyutenNodeNo': ''}]"
6643250035,オホーツク総合振興局 網走建設管理部,,湧別町東,44.201614414 ,143.671786607 ,"[{'RosenName': '一般都道府県道 北海道97157号線 複線（6） ９７１５７号複線６', 'KitenNodeNo': '', 'SyutenNodeNo': '6643250033'}, {'RosenName': '一般都道府県道 北海道97157号線 複線（7） ９７１５７号複線７', 'KitenNodeNo': '6643250060', 'SyutenNodeNo': ''}]"
6643250060,オホーツク総合振興局 網走建設管理部,,湧別町東,44.200302219 ,143.675890486 ,"[{'RosenName': '一般都道府県道 北海道97157号線 複線（7） ９７１５７号複線７', 'KitenNodeNo': '', 'SyutenNodeNo': '6643250035'}, {'RosenName': '一般都道府県道 北海道97157号線 複線（8） ９７１５７号複線８', 'KitenNodeNo': '6643250061', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道656号線 湧別停車場サロマ湖線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643260002'}]"
6643250061,オホーツク総合振興局 網走建設管理部,,湧別町東,44.199852326 ,143.677377881 ,"[{'RosenName': '一般都道府県道 北海道97157号線 複線（8） ９７１５７号複線８', 'KitenNodeNo': '', 'SyutenNodeNo': '6643250060'}]"
6643260002,オホーツク総合振興局 網走建設管理部,,湧別町字登栄床,44.186365335 ,143.763541742 ,"[{'RosenName': '一般都道府県道 北海道656号線 湧別停車場サロマ湖線', 'KitenNodeNo': '6643250060', 'SyutenNodeNo': ''}]"
6643320012,オホーツク総合振興局 網走建設管理部,,紋別市元紋別,44.328771618 ,143.369680740 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643320061', 'SyutenNodeNo': '6643330005'}, {'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643330023', 'SyutenNodeNo': '6643320078'}]"
6643320023,オホーツク総合振興局 網走建設管理部,,紋別市新生２５５,44.323758439 ,143.332692824 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643320071', 'SyutenNodeNo': '6643320072'}]"
6643320024,オホーツク総合振興局 網走建設管理部,,紋別市新生１００,44.325237598 ,143.337679764 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643320072', 'SyutenNodeNo': '6643320026'}, {'RosenName': '市町村道 紋別市97107号線 複線（131） 温根内第２号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643320074'}]"
6643320026,オホーツク総合振興局 網走建設管理部,,紋別市新生９９,44.326875040 ,143.341741778 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643320024', 'SyutenNodeNo': '6643320111'}, {'RosenName': '市町村道 紋別市97107号線 複線（119） 温根内第２号線', 'KitenNodeNo': '6643320025', 'SyutenNodeNo': ''}]"
6643320027,オホーツク総合振興局 網走建設管理部,,紋別市大山町二丁目６,44.333524555 ,143.351161292 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643320018', 'SyutenNodeNo': '6643420041'}, {'RosenName': '市町村道 紋別市97107号線 複線（33） 軌道跡線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643320037'}]"
6643320050,オホーツク総合振興局 網走建設管理部,,紋別市南ケ丘町７丁目,44.332829182 ,143.361877017 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420055', 'SyutenNodeNo': '6643320061'}, {'RosenName': '市町村道 紋別市332号線 南が丘公園通線', 'KitenNodeNo': '6643420342', 'SyutenNodeNo': '6643320079'}]"
6643320071,オホーツク総合振興局 網走建設管理部,,紋別市新生,44.322654376 ,143.331792982 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643320007', 'SyutenNodeNo': '6643320023'}, {'RosenName': '市町村道 紋別市97112号線 下渚滑山手１号線', 'KitenNodeNo': '', 'SyutenNodeNo': '664332F001'}]"
6643320072,オホーツク総合振興局 網走建設管理部,,紋別市新生,44.323937591 ,143.332905292 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643320023', 'SyutenNodeNo': '6643320024'}, {'RosenName': '市町村道 紋別市97112号線 下渚滑山手１号線', 'KitenNodeNo': '664332F001', 'SyutenNodeNo': ''}]"
6643320111,オホーツク総合振興局 網走建設管理部,,紋別市新生,44.328962425 ,143.345766265 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643320026', 'SyutenNodeNo': '6643320018'}, {'RosenName': '市町村道 紋別市626号線 ６２６号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643320092'}]"
6643330016,オホーツク総合振興局 網走建設管理部,,紋別市元紋別１３１,44.321864378 ,143.376780554 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643330005', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道305号線 複線（1） 紋別丸瀬布線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643330022'}, {'RosenName': '一般都道府県道 北海道97120号線 複線（1） ９７１２０号複線１', 'KitenNodeNo': '', 'SyutenNodeNo': '6643330049'}]"
6643330022,オホーツク総合振興局 網走建設管理部,,紋別市元紋別,44.314540082 ,143.371289890 ,"[{'RosenName': '一般都道府県道 北海道305号線 複線（1） 紋別丸瀬布線', 'KitenNodeNo': '6643330016', 'SyutenNodeNo': '6643220023'}]"
6643330023,オホーツク総合振興局 網走建設管理部,,紋別市元紋別,44.330350698 ,143.372730352 ,"[{'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643320062', 'SyutenNodeNo': '6643320012'}, {'RosenName': '市町村道 紋別市577号線 ５７７号線', 'KitenNodeNo': '6643330078', 'SyutenNodeNo': ''}]"
6643330042,オホーツク総合振興局 網走建設管理部,,紋別市元紋別９３,44.321222979 ,143.382188433 ,"[{'RosenName': '一般都道府県道 北海道873号線 小向元紋別線（８７３）', 'KitenNodeNo': '', 'SyutenNodeNo': '6643330049'}, {'RosenName': '一般都道府県道 北海道97832号線 複線（11） ９７８３２号複線１１', 'KitenNodeNo': '6643330057', 'SyutenNodeNo': ''}]"
6643330049,オホーツク総合振興局 網走建設管理部,,紋別市元紋別９１,44.322655969 ,143.377384611 ,"[{'RosenName': '一般都道府県道 北海道97120号線 複線（1） ９７１２０号複線１', 'KitenNodeNo': '6643330016', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道873号線 小向元紋別線（８７３）', 'KitenNodeNo': '6643330042', 'SyutenNodeNo': '6643330050'}]"
6643330061,オホーツク総合振興局 網走建設管理部,,紋別市小向４７２番２,44.307083948 ,143.408087006 ,"[{'RosenName': '一般都道府県道 北海道4151号線 新紋別空港線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643330051'}]"
6643420014,オホーツク総合振興局 網走建設管理部,渚滑町４丁目・渚滑町７丁目,紋別市渚滑町５丁目,44.372805892 ,143.312420533 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420893', 'SyutenNodeNo': '6643420015'}, {'RosenName': '市町村道 紋別市501号線 渚滑基線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420095'}]"
6643420015,オホーツク総合振興局 網走建設管理部,,紋別市渚滑町６丁目,44.371685254 ,143.314078789 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420014', 'SyutenNodeNo': '6643420017'}, {'RosenName': '市町村道 紋別市6号線 渚滑３線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420019'}]"
6643420017,オホーツク総合振興局 網走建設管理部,,紋別市渚滑町３丁目,44.374568595 ,143.324410972 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420015', 'SyutenNodeNo': '6643420018'}, {'RosenName': '市町村道 紋別市4号線 山の上線', 'KitenNodeNo': '6643420097', 'SyutenNodeNo': ''}]"
6643420018,オホーツク総合振興局 網走建設管理部,,紋別市渚滑町３丁目,44.375239423 ,143.326598225 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420017', 'SyutenNodeNo': '6643420143'}, {'RosenName': '市町村道 紋別市507号線 渚滑第１号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420103'}]"
6643420035,オホーツク総合振興局 網走建設管理部,,紋別市北浜町１丁目,44.368086892 ,143.348338371 ,"[{'RosenName': '市町村道 紋別市8号線 南４号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420021'}, {'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420171', 'SyutenNodeNo': '6643420268'}]"
6643420041,オホーツク総合振興局 網走建設管理部,,紋別市南が丘町４丁目,44.337749068 ,143.352002594 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643320027', 'SyutenNodeNo': '6643420043'}, {'RosenName': '市町村道 紋別市13号線 北１１線', 'KitenNodeNo': '6643420055', 'SyutenNodeNo': '6643420031'}]"
6643420043,オホーツク総合振興局 網走建設管理部,南が丘町３丁目・南が丘町４丁目,紋別市南ケ丘町,44.339657181 ,143.352381596 ,"[{'RosenName': '一般都道府県道 北海道713号線 中渚滑−紋別停車場線', 'KitenNodeNo': '6643420041', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420044', 'SyutenNodeNo': '6643420055'}]"
6643420046,オホーツク総合振興局 網走建設管理部,北浜１丁目・真砂町５丁目,紋別市真砂町５丁目,44.364054198 ,143.352492429 ,"[{'RosenName': '市町村道 紋別市9号線 ゆうやけ通り線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420030'}, {'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420268', 'SyutenNodeNo': '6643420067'}]"
6643420047,オホーツク総合振興局 網走建設管理部,南が丘町２丁目・南が丘町３丁目,紋別市南ケ丘町３丁目,44.342436015 ,143.352593888 ,"[{'RosenName': '市町村道 紋別市12号線 北１２線', 'KitenNodeNo': '6643420071', 'SyutenNodeNo': '6643420027'}, {'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420059', 'SyutenNodeNo': '6643420044'}]"
6643420052,オホーツク総合振興局 網走建設管理部,,紋別市幸町五丁目１,44.352584790 ,143.353088986 ,"[{'RosenName': '一般都道府県道 北海道97122号線 複線（31） ９７１２２号複線２', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420578'}]"
6643420055,オホーツク総合振興局 網走建設管理部,,紋別市南ケ丘町７丁目,44.337694964 ,143.353623281 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420043', 'SyutenNodeNo': '6643320050'}, {'RosenName': '市町村道 紋別市13号線 北１１線', 'KitenNodeNo': '6643420090', 'SyutenNodeNo': '6643420041'}]"
6643420057,オホーツク総合振興局 網走建設管理部,本町４丁目・本町５丁目,紋別市本町四丁目１,44.352347371 ,143.354593030 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420070', 'SyutenNodeNo': '6643420058'}, {'RosenName': '一般都道府県道 北海道713号線 複線（1） 中渚滑−紋別停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420064'}, {'RosenName': '一般都道府県道 北海道97122号線 複線（32） ９７１２２号複線３', 'KitenNodeNo': '6643420578', 'SyutenNodeNo': ''}]"
6643420058,オホーツク総合振興局 網走建設管理部,,紋別市本町６丁目,44.349335238 ,143.354534907 ,"[{'RosenName': '市町村道 紋別市61号線 ６丁目線', 'KitenNodeNo': '6643420065', 'SyutenNodeNo': '6643420050'}, {'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420057', 'SyutenNodeNo': '6643420059'}]"
6643420059,オホーツク総合振興局 網走建設管理部,本町７丁目・本町８丁目,紋別市本町７丁目,44.347352161 ,143.354935005 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420058', 'SyutenNodeNo': '6643420047'}, {'RosenName': '市町村道 紋別市3号線 北１３線', 'KitenNodeNo': '6643420069', 'SyutenNodeNo': '6643420051'}]"
6643420064,オホーツク総合振興局 網走建設管理部,,紋別市港町４丁目,44.352147444 ,143.355972083 ,"[{'RosenName': '一般都道府県道 北海道713号線 複線（1） 中渚滑−紋別停車場線', 'KitenNodeNo': '6643420057', 'SyutenNodeNo': '6643420066'}, {'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420065'}, {'RosenName': '市町村道 紋別市75号線 港町第７号線', 'KitenNodeNo': '6643420300', 'SyutenNodeNo': ''}]"
6643420065,オホーツク総合振興局 網走建設管理部,,紋別市港町６丁目１１番地９,44.349493608 ,143.356147248 ,"[{'RosenName': '市町村道 紋別市61号線 ６丁目線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420058'}, {'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643420064', 'SyutenNodeNo': '6643420068'}, {'RosenName': '市町村道 紋別市79号線 港町第１１号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420075'}]"
6643420066,オホーツク総合振興局 網走建設管理部,,紋別市港町４丁目,44.353351477 ,143.356359466 ,"[{'RosenName': '一般都道府県道 北海道713号線 複線（1） 中渚滑−紋別停車場線', 'KitenNodeNo': '6643420064', 'SyutenNodeNo': '6643420311'}, {'RosenName': '市町村道 紋別市56号線 ５６号線', 'KitenNodeNo': '6643420303', 'SyutenNodeNo': ''}]"
6643420067,オホーツク総合振興局 網走建設管理部,,紋別市幸町１丁目,44.357967585 ,143.356542469 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420046', 'SyutenNodeNo': '6643420074'}, {'RosenName': '市町村道 紋別市11号線 山手線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420061'}]"
6643420068,オホーツク総合振興局 網走建設管理部,,紋別市港町７丁目,44.348381258 ,143.356534787 ,"[{'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643420065', 'SyutenNodeNo': '6643420069'}, {'RosenName': '市町村道 紋別市80号線 ８０号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420077'}]"
6643420069,オホーツク総合振興局 網走建設管理部,,紋別市港町７丁目５２番地７,44.347310563 ,143.356730675 ,"[{'RosenName': '市町村道 紋別市3号線 北１３線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420059'}, {'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643420068', 'SyutenNodeNo': '6643420073'}, {'RosenName': '市町村道 紋別市81号線 港町第１３号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420320'}]"
6643420070,オホーツク総合振興局 網走建設管理部,本町１丁目・本町２丁目,紋別市本町２丁目,44.356088648 ,143.356538430 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420074', 'SyutenNodeNo': '6643420057'}, {'RosenName': '市町村道 紋別市4号線 山の上線', 'KitenNodeNo': '6643420305', 'SyutenNodeNo': '6643420061'}]"
6643420073,オホーツク総合振興局 網走建設管理部,,紋別市港町８丁目,44.346718965 ,143.356634891 ,"[{'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643420069', 'SyutenNodeNo': '6643420465'}, {'RosenName': '市町村道 紋別市82号線 港町第１３号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420316'}]"
6643420074,オホーツク総合振興局 網走建設管理部,弁天町３丁目,紋別市本町１丁目,44.357501005 ,143.357384090 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420067', 'SyutenNodeNo': '6643420070'}, {'RosenName': '一般都道府県道 北海道713号線 複線（1） 中渚滑−紋別停車場線', 'KitenNodeNo': '6643420076', 'SyutenNodeNo': ''}]"
6643420076,オホーツク総合振興局 網走建設管理部,,紋別市港町２丁目４番地,44.354897171 ,143.357780063 ,"[{'RosenName': '一般都道府県道 北海道713号線 複線（1） 中渚滑−紋別停車場線', 'KitenNodeNo': '6643420311', 'SyutenNodeNo': '6643420074'}, {'RosenName': '市町村道 紋別市4号線 山の上線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420305'}]"
6643420078,オホーツク総合振興局 網走建設管理部,,紋別市南が丘町２丁目,44.343215274 ,143.357968339 ,"[{'RosenName': '市町村道 紋別市437号線 新港２号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420084'}, {'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643420465', 'SyutenNodeNo': '6643420090'}]"
6643420090,オホーツク総合振興局 網走建設管理部,,紋別市南が丘町７丁目９７番地,44.337803562 ,143.361564208 ,"[{'RosenName': '市町村道 紋別市13号線 北１１線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420055'}, {'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643420078', 'SyutenNodeNo': '6643420342'}]"
6643420143,オホーツク総合振興局 網走建設管理部,,紋別市北浜町２丁目,44.370515524 ,143.341559665 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420018', 'SyutenNodeNo': '6643420647'}, {'RosenName': '市町村道 紋別市7号線 ７号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420384'}]"
6643420268,オホーツク総合振興局 網走建設管理部,,紋別市北浜町１丁目,44.364612444 ,143.351967439 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420035', 'SyutenNodeNo': '6643420046'}, {'RosenName': '市町村道 紋別市20号線 北浜第４号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420372'}]"
6643420311,オホーツク総合振興局 網走建設管理部,,紋別市港町３丁目,44.354555528 ,143.357288465 ,"[{'RosenName': '一般都道府県道 北海道713号線 複線（1） 中渚滑−紋別停車場線', 'KitenNodeNo': '6643420066', 'SyutenNodeNo': '6643420076'}, {'RosenName': '市町村道 紋別市72号線 ７２号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420315'}]"
6643420342,オホーツク総合振興局 網走建設管理部,,紋別市南が丘町７丁目,44.336053863 ,143.364047432 ,"[{'RosenName': '市町村道 紋別市332号線 南が丘公園通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643320050'}, {'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643420090', 'SyutenNodeNo': '6643320062'}]"
6643420465,オホーツク総合振興局 網走建設管理部,,紋別市南が丘町１丁目,44.346169031 ,143.356584933 ,"[{'RosenName': '一般都道府県道 北海道304号線 紋別港線', 'KitenNodeNo': '6643420073', 'SyutenNodeNo': '6643420078'}, {'RosenName': '市町村道 紋別市436号線 ４３６号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420083'}]"
6643420578,オホーツク総合振興局 網走建設管理部,,紋別市幸町四丁目２,44.352459830 ,143.353809762 ,"[{'RosenName': '一般都道府県道 北海道97122号線 複線（31） ９７１２２号複線２', 'KitenNodeNo': '6643420052', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道97122号線 複線（32） ９７１２２号複線３', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420057'}]"
6643420893,オホーツク総合振興局 網走建設管理部,,紋別市渚滑町五丁目２５,44.374039025 ,143.311016412 ,"[{'RosenName': '一般都道府県道 北海道305号線 紋別丸瀬布線', 'KitenNodeNo': '6643420013', 'SyutenNodeNo': '6643420014'}, {'RosenName': '市町村道 紋別市97144号線 複線（2） 渚滑第１２号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643420892'}]"
6643510024,オホーツク総合振興局 網走建設管理部,,興部町字沙留,44.435274416 ,143.226911689 ,"[{'RosenName': '一般都道府県道 北海道492号線 沙留停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643510021'}]"
664360F006,オホーツク総合振興局 網走建設管理部,,雄武町字上沢木,44.504514103 ,143.055293721 ,"[{'RosenName': '一般都道府県道 北海道883号線 宇津沢木線', 'KitenNodeNo': '', 'SyutenNodeNo': '6643600009'}]"
6644010008,オホーツク総合振興局 網走建設管理部,,網走市字二見ケ岡２０番地４,44.030607548 ,144.185938856 ,"[{'RosenName': '主要地方道 北海道76号線 網走公園線', 'KitenNodeNo': '6644010021', 'SyutenNodeNo': '6644020347'}, {'RosenName': '一般都道府県道 北海道4010号線 能取三眺線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644010064'}]"
6644020017,オホーツク総合振興局 網走建設管理部,,網走市南２条西５丁目,44.020977984 ,144.259241198 ,"[{'RosenName': '市町村道 網走市236号線 南４条通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020022'}, {'RosenName': '主要地方道 北海道23号線 網走停車場線', 'KitenNodeNo': '6644020380', 'SyutenNodeNo': '6644020027'}]"
